FID,BID,Latitude,Longitude,BarTyp,IsBarrier,Drop,FRRU,fdy150,fdy300,fdy2000,FACT_AADT,BFW_ft,SalmoMFHU,ShadMFHU,AlBkMFHU,BktMFHU,SalmoP,ShadP,BktP,AleP,BbkP,Cpcty_kW,StrcRD200,StrcRD1000,RsvrVolEst,AlRm5d_skm,fdr150cfs,fdr300cfs,fdr2000cfs,Hazard,ExpPow,ExpCost,RsvrRm_skm,CulvCond,Private,RepDiam_ft,DnCost,area_skm,Qtot_m3,MDIS_m3s_e,NCAP_m3_e,MaxRecurCu,MaxRecurDa,OBJECTID,SiteID,PRIORITY,N_PRIOR,N_CULVCOND,CulvRisk,N_PFLculv,HazEst,DamRisk,OT_RISK,RhP,FLRU,AlRm_5d_sm,Al5Dam,RhHabA,BkTHabA,SalmoHabA,ShadHabA,SLamHabA,EelHabA,wshdIssue,RH_P,ASAL_P,ASHA_P,BKT_P,AE_P,SL_P,Mean_P,overlap,HUC8,HUC12,TOWN,GEOCODE,Lngth_ft,MaxRecurCu_rcp45,CulvRisk_rcp45
4517,25359,45.40513083,-68.09121404,2,1,0,0,0,0,0,970,7.073333644,0,0,0,0,1,1,0.979040674,0.43997578,0.808482019,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.488000373,52508.60307,1.015413806,1.32306685,0,0,8,0,42770572,6916,3,2,0.875,8,9.28,0,999,39.9175,0.6242289,0,0,0,0,0,0,0,0,0,0,0.761,0.758,0.762,0.761,0.282,0.504,0.638,0,1020003,10200030503,Carroll Plt,19080,59.98464,5.242743689,5.242743689
4518,25360,45.42597015,-68.08987092,2,1,0,0,0,0,0,11,7.547781614,0,0,0,0,1,0.983832511,0.976016911,0.418953892,0.758369845,0,0,0,0,0,0,0,0,0,0,0,0,999,0,9.057337937,38287.60958,1.180900359,1.604089677,0,0,100,0,5360,6918,6,1,0.5,11,1,0,999,6.717338992,0.588661869,0,0,0,0,0,0,0,0,0,0,0.644,0.66,0.659,0.644,0.166,0.389,0.527,0,1020003,10200030503,Carroll Plt,19080,40.989504,29.88089912,11
4519,25361,45.44659623,-68.11326261,2,1,0,0,0,0,0,380,27.0407679,0,0,0,0,1,1,1,0.601234255,0.913575016,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32.44892147,153897.6266,22.96411713,7.624356137,0,0,3,0,1147074,6919,5,1,0.375,3,9.73,0,999,32.71,0.757404635,0,0,0,0,0,0,0,0,0,0,0.841,0.828,0.834,0.841,0.491,0.66,0.749166667,0,1020003,10200030503,Prentiss Twp T7 R3 NBPP,19540,45.988224,2.585032607,2.585032607
4520,25362,45.38543243,-68.15290937,2,1,0,0,0,0,0,0,9.738633266,0,0,0,0,1,1,0.999999997,0.472587011,0.78792949,0,0,0,0,0,0,0,0,0,0,0,0,999,1,3.83834353,1235.626615,2.136021142,3.208179354,0,0,16,0,5362,6920,7,1,0.5,16,8.56,0,999,6.4675,0.630258251,0,0,0,0,0,0,0,0,0,0,0.61,0.633,0.63,0.61,0.155,0.38,0.503,0,1020003,10200030702,Springfield,19560,28.992576,8.512633527,8.512633527
4521,25363,45.39273674,-68.15630243,2,1,0,0,0,0,0,40,18.80556863,0,0,0,0,1,1,0.977791808,0.422640293,0.806258785,0,0,0,0,0,0,0,0,0,0,0,0,999,0,22.56668235,169849.5498,9.868016527,3.730750717,0,0,3,0,1144209,6921,6,1,0.5,1,9.73,0,999,17.62754725,0.614449539,0,0,0,0,0,0,0,0,0,0,0.804,0.793,0.799,0.804,0.352,0.555,0.6845,0,1020003,10200030702,Springfield,19560,72.981312,2.585032607,1
4522,25364,45.39502957,-68.14166041,2,1,0,0,0,0,0,1940,8.215205568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,9.858246681,121970.4852,1.438111564,3.211014571,0,0,35,0,5364,6923,3,2,0.5,15,6.85,0,999,39.2875,0.199924985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020003,10200030702,Springfield,19560,119.96928,14.60565677,14.60565677
4523,25365,45.40035742,-68.14971645,2,1,0,0,0,0,0,0,9.893932397,0,0,0,0,1,1,1,0.541747177,0.846466777,0,0,0,0,0,0,0,0,0,0,0,0,999,1,3.899552469,1169.611505,2.216074961,1.076454215,0,0,2,0,5365,6924,7,1,0.5,0,9.82,0,999,7.0975,0.694106977,0,0,0,0,0,0,0,0,0,0,0.641,0.66,0.659,0.641,0.186,0.421,0.534666667,0,1020003,10200030702,Springfield,19560,25.993344,1.897483617,0
4524,25366,45.40079246,-68.11130219,2,1,0,0,0,0,0,970,9.046931853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,10.85631822,58204.92484,1.799677279,1.076454215,0,0,8,0,5366,6925,3,2,0.5,1,9.28,0,999,47.7925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020003,10200030503,Springfield,19560,51.986688,5.242743689,1
4525,25367,45.40775617,-68.12484578,2,1,0,0,0,0,0,26,22.89130744,0,0,0,0,1,1,1,0.654552294,0.920716831,0,0,0,0,0,0,0,0,0,0,0,0,999,0,27.46956893,62308.65106,15.58825885,12.28470182,0,0,19,0,1144261,6926,6,1,0.5,19,8.29,0,999,15.82792527,0.787634563,0,0,0,0,0,0,0,0,0,0,0.712,0.722,0.722,0.712,0.27,0.515,0.608833333,0,1020003,10200030503,Springfield,19560,21.994368,9.589940949,9.589940949
4526,25368,45.40782321,-68.1166538,2,1,0,0,0,0,0,0,10.20018352,0,0,0,0,1,1,0.999999999,0.592581873,0.889664029,0,0,0,0,0,0,0,0,0,0,0,0,999,1,4.020256985,1355.177785,2.378882153,1.979848584,0,0,14,0,5368,6927,7,1,0.5,3,8.74,0,999,6.5575,0.741122951,0,0,0,0,0,0,0,0,0,0,0.704,0.714,0.714,0.704,0.246,0.487,0.594833333,0,1020003,10200030503,Springfield,19560,27.992832,7.758281633,3
4527,25371,45.40948861,-68.06521042,2,0,0,0,0,0,0,933,0.344422834,0,0,0,0,1,1,1,0.625995268,0.933732589,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.413307401,2535.502086,0,0,0,0,0,0,42770567,6938,3,2,0.875,0,10,0,999,42.4375,0.779863929,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020003,10200030503,Carroll Plt,19080,59.484768,0,0
4528,25372,45.41271427,-68.05902281,2,1,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,999,0,0,0,0,5372,6939,7,1,0.5,41,10,0,999,7.1875,0.88498983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020003,10200030503,Carroll Plt,19080,26.993088,0,0
4529,25373,45.41719022,-68.02354645,2,1,0,0,0,0,0,795,9.849028033,0,0,0,6008.913981,0.979399861,0.940021582,0.911027427,0.095623493,0.356696676,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11.81883364,107233.6567,2.192754998,2.578937875,0,0,11,0,2133675,6941,3,2,0.875,11,9.01,0,999,38.9725,0.226160085,0,0,0,0,6008.913981,0,0,0,0,0,0.58,0.601,0.599,0.58,0.095,0.273,0.454666667,6008.913981,1020003,10200030401,Carroll Plt,19080,87.977472,6.556964128,6.556964128
4530,25374,45.43781313,-68.07642919,2,1,0,0,0,0,0,0,13.34000808,0,0,0,0,1,0.981013243,1,0.391556385,0.690075872,0,0,0,0,0,0,0,0,0,0,0,0,999,1,5.257774093,2841.685208,4.440327851,1.979848584,0,0,2,0,5374,6943,7,1,0.5,2,9.82,0,999,7.0975,0.540816128,0,0,0,0,0,0,0,0,0,0,0.551,0.58,0.576,0.551,0.118,0.325,0.450166667,0,1020003,10200030503,Carroll Plt,19080,27.992832,1.897483617,1.897483617
4531,25377,45.42116189,-67.99688875,2,1,0,0,0,0,0,820,22.99399626,0,0,0,23977.64919,1,1,0.945754688,0.215466385,0.525100712,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27.59279551,170694.9909,15.75136549,24.58370342,0,0,100,0,2133126,6951,3,2,0.625,31.25,1,0,999,18.8125,0.370283549,0,0,0,0,23977.64919,0,0,0,0,0,0.585,0.607,0.605,0.585,0.11,0.304,0.466,23977.64919,1020003,10200030401,Carroll Plt,19080,59.98464,29.88089912,29.88089912
4532,25378,45.36708877,-68.33257637,2,1,0,0,0,0,0,2603,11.42022479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,13.70426974,39562.8668,3.09372321,4.569601535,0,0,21,0,5378,6956,3,2,0.5,21,8.11,0,999,43.6975,0.75669818,0,0,0,0,0,0,0,0,6197.685125,0,0,0,0,0,0,0,0,6197.685125,1020003,10200030701,Lee,19360,27.992832,10.27606373,10.27606373
4533,25379,45.34445987,-68.27402555,2,0,0,0,0,0,0,137,0.344422834,0,0,0,0,1,1,1,0.638266258,0.926583011,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,1555.392036,0,0,0,0,0,0,5379,6959,6,1,0.5,0,10,0,999,17.96497637,0.782424634,0,0,0,0,0,0,0,0,0,0,0.82,0.811,0.816,0.82,0.439,0.636,0.723666667,0,1020003,10200030701,Lee,19360,36.490656,0,0
4534,25380,45.82030745,-67.84396638,2,1,0,0,0,0,0,1340,12.38827123,0,0,0,0,1,1,1,0.601958375,0.924673499,0,0,0,0,0,0,0,0,0,0,0,0,999,0,14.86592548,99627.47697,3.73816376,3.034603569,0,0,28,0,5380,6960,3,2,0.5,4,7.48,0,999,41.4925,0.763315937,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020003,10200030301,Orient,3490,64.98336,12.53033537,4
4535,25381,45.35063772,-68.29538756,2,1,0,0,0,0,0,690,7.13745057,0,0,0,934.841512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,2.813124436,501.2454642,1.036947925,2.165741537,0,0,100,0,5381,6961,6,1,0.5,14,1,0,999,6.717338992,0.858139155,0,0,0,0,934.841512,0,0,0,1182.468194,0,0,0,0,0,0,0,0,2117.309706,1020003,10200030701,Lee,19360,24.9936,29.88089912,14
4536,25382,45.35117609,-68.29515826,2,1,0,0,0,0,0,690,7.177231045,0,0,0,934.841512,1,1,0.981714159,0.473846166,0.82543151,0,0,0,0,0,0,0,0,0,0,0,0,999,1,2.828803343,872.0783825,1.050438102,0.664065972,0,0,4,0,5382,6962,6,1,0.5,1,9.64,0,999,17.51507088,0.649638838,0,0,0,0,934.841512,0,0,0,1182.468194,0,0.735,0.737,0.74,0.735,0.254,0.483,0.614,2117.309706,1020003,10200030701,Lee,19360,48.987456,3.19314335,1
4537,25383,45.35138705,-68.29380723,2,1,0,0,0,0,0,690,8.685358821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,10.42243059,48356.55453,1.636817739,0.664065972,0,0,2,0,5383,6963,6,1,0.5,2,9.82,0,999,17.74002363,0.289542447,0,0,0,0,0,0,0,0,3022.058837,0,0,0,0,0,0,0,0,3022.058837,1020003,10200030701,Lee,19360,44.98848,1.897483617,1.897483617
4538,25384,45.36315259,-68.2628596,2,1,0,0,0,0,0,2113,10.99441168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13.19329401,167313.9593,2.832064774,14.98882012,0,0,100,0,2132402,6967,3,2,0.875,43.75,1,0,999,10.9375,0.443276235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020003,10200030703,Lee,19360,122.968512,29.88089912,29.88089912
4539,25385,45.36671353,-68.2821475,2,1,0,0,0,0,0,1660,12.95836566,1407.869623,0,0,0,1,1,0.979253385,0.441090806,0.812817034,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15.5500388,101005.6925,4.150487211,4.505628403,0,0,16,0,2133000,6968,4,2,0.875,16,8.56,0,999,29.38094505,0.62695392,0,0,0,0,0,7039.348114,0,7039.348114,7039.348114,0,0.776,0.77,0.775,0.776,0.305,0.522,0.654,21118.04434,1020003,10200030703,Lee,19360,62.983872,8.512633527,8.512633527
4540,25386,45.3711922,-68.27089192,2,1,0,0,0,0,0,887,29.88914335,1407.869623,0,869192.2434,934.841512,1,1,1,0.549468788,0.831794942,0,0,0,0,0,0,0,0,0,0,0,0,999,0,35.86697202,66564.25003,28.98675711,24.03145513,0,0,100,0,1144238,6969,6,1,0.5,43.75,1,0,999,6.717338992,0.690631865,0,0,0.869192243,869192.2434,934.841512,7039.348114,0,18771.75833,58331.0128,0,0.579,0.608,0.603,0.579,0.154,0.384,0.4845,954269.2042,1020003,10200030703,Lee,19360,17.995392,29.88089912,29.88089912
4541,25387,45.36917944,-68.20621319,2,1,0,0,0,0,0,0,10.6526759,514.11944,0,0,2570.5972,1,1,1,0.547317884,0.855244068,0,0,0,0,0,0,0,0,0,0,0,0,999,1,4.198600409,1523.468728,2.631551247,1.979848584,0,0,6,0,5387,6970,7,1,0.5,1,9.46,0,999,6.9175,0.701280976,0,0,0,0,2570.5972,2570.5972,0,2570.5972,2570.5972,0,0.662,0.678,0.677,0.662,0.201,0.438,0.553,10282.3888,1020003,10200030703,Springfield,19560,27.992832,4.275229315,1
4542,25388,45.38399521,-68.21105548,2,1,0,0,0,0,0,1830,20.7381618,514.11944,0,0,16630.35302,1,0.974525434,0.96221066,0.299650004,0.665963664,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24.88579416,177041.2305,12.38880385,9.712229426,0,0,23,0,2133293,6971,3,2,0.875,23,7.93,0,999,35.1925,0.482806834,0,0,0,0,17266.79042,2570.5972,0,17266.79042,17266.79042,0,0.681,0.69,0.691,0.681,0.175,0.391,0.5515,54370.96846,1020003,10200030703,Springfield,19560,68.982336,10.94272157,10.94272157
4543,25389,45.3690674,-68.14977647,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0.999999999,1,1,0.796544949,0.980449572,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,5389,6972,7,1,0.5,0,10,0,999,7.1875,0.888497261,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020003,10200030702,Springfield,19560,25.993344,0,0
4544,25390,45.37603731,-68.15258398,2,1,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,999,0,0,0,0,5390,6973,7,1,0.5,43.75,10,0,999,7.1875,0.830511057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020003,10200030702,Springfield,19560,22.994112,0,0
4545,25391,45.77118118,-68.42753033,2,1,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,999,0,0,0,0,5391,6974,7,1,0.5,31.25,10,0,999,7.1875,0.647087159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020003,10200030604,Herseytown Twp,19803,31.991808,0,0
4546,25392,45.94931303,-68.33520522,2,1,0,0,0,0,0,2090,9.234645666,0,0,0,0,0.979895052,0.941463353,0.913166136,0.094723897,0.395399591,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11.0815748,132535.828,1.887714456,9.653871055,0,0,100,0,2133583,6978,1,3,0.875,43.75,1,0,999,15.625,0.245061744,0,0,0,0,0,0,0,0,0,0,0.649,0.659,0.66,0.649,0.127,0.318,0.510333333,0,1020003,10200030107,Crystal,3130,115.970304,29.88089912,29.88089912
4547,25393,45.94007971,-68.45977551,2,1,0,0,0,0,0,0,12.99434301,0,0,0,9665.40732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,5.12153513,1738.171682,4.177334976,3.208179354,0,0,4,0,5393,6979,7,1,0.5,3,9.64,0,999,7.0075,0,0,0,0,0,9665.40732,0,0,0,0,0,0,0,0,0,0,0,0,9665.40732,1020003,10200030601,Stacyville,19570,17.995392,3.19314335,3
4548,25394,45.95764973,-68.32207283,2,1,0,0,0,0,0,2090,10.94315359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13.13178431,205798.0014,2.801453475,17.62210436,0,0,100,0,2133584,6980,1,3,0.875,43.75,1,0,999,15.625,0.305683096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020003,10200030106,Crystal,3130,151.961088,29.88089912,29.88089912
4549,25395,45.96654497,-68.30422788,2,1,0,0,0,0,0,2090,33.71251763,16946.08528,0,0,84549.14627,1,0.976732362,1,0.312154415,0.719020326,0,0,0,0,0,0,0,0,0,0,0,0,7,0,40.45502115,417105.8267,38.35091421,41.04644176,0,0,100,0,1147341,6982,1,3,0.75,37.5,1,0,999,21.25,0.51558737,0,0,0,0,88980.64529,85652.30828,0,0,88980.64529,0,0.803,0.79,0.797,0.803,0.332,0.53,0.675833333,263613.5989,1020003,10200030106,Crystal,3130,99.9744,29.88089912,29.88089912
4550,25397,45.88364247,-68.40779249,2,0,0,0,0,0,0,2090,0.344422834,0,0,0,0,1,1,1,0.572601723,0.912711695,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.413307401,3068.170591,0,0,0,0,0,0,2133502,6987,1,3,0.875,0,10,0,999,60.625,0.742656709,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020003,10200030601,Sherman,3580,71.981568,0,0
4551,25398,45.89190119,-68.40307054,2,1,0,0,0,0,0,2420,53.06937948,0,0,0,63963.81715,1,1,0.95819315,0.273006684,0.639646731,0,0,0,0,0,0,0,0,0,0,0,0,8,0,63.68325538,492447.9606,110.1635951,59.13290472,0,0,100,0,1147340,6989,1,3,0.875,43.75,1,0,999,15.625,0.456326708,0,0,0,0,63963.81715,0,0,0,0,0,0.683,0.69,0.692,0.683,0.173,0.386,0.551166667,63963.81715,1020003,10200030603,Sherman,3580,74.9808,29.88089912,29.88089912
4552,25399,45.91807458,-68.3726683,2,1,0,0,0,0,0,2420,10.90373984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13.08448781,159188.8182,2.77804449,12.86000238,0,0,100,0,2133507,6991,1,3,0.875,43.75,1,0,999,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020003,10200030602,Sherman,3580,117.969792,29.88089912,29.88089912
4553,25401,46.07363045,-68.43586095,2,1,0,0,0,0,0,580,7.53020138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9.036241655,54968.47298,1.174513617,2.514704262,0,0,47,0,42748667,7014,3,2,0.875,43.75,5.77,0,999,27.6325,0.445563524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020003,10200030105,Hersey,3280,58.984896,17.87162913,17.87162913
4554,25402,46.133101,-68.16973712,2,1,0,0,0,0,0,150,26.88821618,17826.55545,0,0,56752.9764,1,0.984054046,0.976345539,0.408795023,0.792408692,0,0,0,0,0,0,0,0,0,0,0,0,6,0,32.26585942,239524.288,22.66395672,7.063452616,0,0,2,0,1146602,7018,6,1,0.625,2,9.82,0,999,17.74002363,0.600601857,0,0,0,0,57979.26661,56752.9764,0,58147.95333,58147.95333,0,0.787,0.779,0.784,0.787,0.317,0.528,0.663666667,231028.1497,1020003,10200030201,Merrill,3410,71.981568,1.897483617,1.897483617
4555,25403,46.06399971,-68.22934004,2,1,0,0,0,0,0,2320,19.37958725,3017.624671,0,0,0,1,0.983339611,0.975285735,0.393767994,0.793864945,0,0,0,0,0,0,0,0,0,0,0,0,6,0,23.2555047,213397.634,10.58272314,27.82863358,0,0,100,0,1147059,7025,1,3,0.625,31.25,1,0,999,26.875,0.59381647,0,0,0,0,0,15088.12335,0,15088.12335,15088.12335,0,0.837,0.821,0.828,0.837,0.435,0.604,0.727,45264.37006,1020003,10200030110,Dyer Brook,3150,88.977216,29.88089912,29.88089912
4556,25404,46.08473029,-68.20958721,2,1,0,0,0,0,0,2550,28.98607617,94120.72574,0,0,0,1,1,0.960224538,0.275139301,0.685207979,0,0,0,0,0,0,0,0,0,0,0,0,7,0,34.78329141,398077.3596,26.99065939,76.59927708,0,0,100,0,1147375,7027,1,3,0.75,37.5,1,0,999,21.25,0.48017364,0,0,0,0,0,94120.72574,0,94120.72574,94120.72574,0,0.804,0.791,0.798,0.804,0.328,0.523,0.674666667,282362.1772,1020003,10200030110,Dyer Brook,3150,110.971584,29.88089912,29.88089912
4557,25405,46.10535348,-68.17222394,2,1,0,0,0,0,0,2320,12.42608286,1547.160173,0,0,7735.800863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,14.91129943,333310.1915,3.764751565,30.73630871,0,0,0,0,5405,7029,1,3,0.5,0,10,0,999,71.875,0.228085309,0,0,0,0,7735.800863,7735.800863,0,7735.800863,7735.800863,0,0,0,0,0,0,0,0,30943.20345,1020003,10200030202,Dyer Brook,3150,216.7444992,0,0
4558,25406,46.04633215,-68.15494543,2,1,0,0,0,0,0,58,11.11822774,878.5935043,0,0,4392.967522,1,1,0.981032397,0.470606342,0.809085145,0,0,0,0,0,0,0,0,0,0,0,0,999,0,13.34187329,55023.806,2.906791037,1.604089677,0,0,2,0,5406,7030,6,1,0.5,2,9.82,0,999,17.74002363,0.639845743,0,0,0,0,4392.967522,4392.967522,0,4392.967522,4392.967522,0,0.679,0.691,0.691,0.679,0.2,0.43,0.561666667,17571.87009,1020003,10200030205,Oakfield,3480,39.98976,1.897483617,1.897483617
4559,25407,46.04643493,-68.15525322,2,1,0,0,0,0,0,58,11.12118563,878.5935043,0,0,4392.967522,1,1,1,0.694970764,0.94943359,0,0,0,0,0,0,0,0,0,0,0,0,999,0,13.34542276,42654.79449,2.908589775,0.856770699,0,0,1,0,5407,7032,6,1,0.5,1,9.91,0,999,17.8525,0.822202177,0,0,0,0,4392.967522,4392.967522,0,4392.967522,4392.967522,0,0.843,0.832,0.837,0.843,0.522,0.69,0.761166667,17571.87009,1020003,10200030205,Oakfield,3480,30.992064,1,1
4560,25408,46.04644816,-68.15537022,2,1,0,0,0,0,0,77,11.12118563,878.5935043,0,0,4392.967522,1,1,1,0.69276487,0.948497711,0,0,0,0,0,0,0,0,0,0,0,0,999,0,13.34542276,42654.79449,2.908589775,0.684315048,0,0,1,0,5408,7034,6,1,0.5,1,9.91,0,999,17.8525,0.820631291,0,0,0,0,4392.967522,4392.967522,0,4392.967522,4392.967522,0,0.841,0.829,0.835,0.841,0.513,0.685,0.757333333,17571.87009,1020003,10200030205,Oakfield,3480,30.992064,1,1
4561,25414,46.02393968,-68.44700744,2,1,0,0,0,0,0,66,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,1960.2201,0,999,0,0,0,0,5414,7052,6,1,0.5,2,10,0,999,17.96497637,0.618884578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020003,10200030107,Patten,19520,45.988224,0,0
4562,25416,46.00784607,-68.4456239,2,1,0,0,0,0,0,1020,13.51000827,0,0,0,12152.1343,1,1,0.977539066,0.42988046,0.782526206,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16.21200992,80232.79514,4.57303604,6.928830805,0,0,29,0,42748670,7054,3,2,0.875,29,7.39,0,999,33.3025,0.606203333,0,0,0,0,12152.1343,0,0,0,12407.42644,0,0.691,0.7,0.701,0.691,0.203,0.43,0.569333333,24559.56074,1020003,10200030107,Patten,19520,47.987712,12.83602346,12.83602346
4563,25418,46.00644895,-68.45418057,2,1,0,0,0,0,0,0,9.827734575,0,0,0,6636.47808,1,0.981193415,1,0.400623067,0.672034547,0,0,0,0,0,0,0,0,0,0,0,0,999,1,3.873461541,954.2424791,2.181745897,0.122670792,0,0,1,0,5418,7056,7,1,0.5,1,9.91,0,999,7.1425,0.536328807,0,0,0,0,6636.47808,0,0,0,0,0,0.512,0.547,0.54,0.512,0.107,0.31,0.421333333,6636.47808,1020003,10200030107,Patten,19520,20.994624,1,1
4564,25420,45.72785365,-68.01353325,2,1,0,0,0,0,0,0,15.38332485,5154.745565,17165.30273,17165.30273,0,0.877148497,0.642855858,0.473771922,1.15E-11,5.65E-06,0,0,0,0,0,0,0,0,0,0,0,0,999,1,5.534844421,2661.768342,6.185215681,0.108916616,0,0,1,0,5420,7059,7,1,0.5,1,9.91,0,999,7.1425,2.83E-06,0,0,0,25773.72782,0,25773.72782,25773.72782,25773.72782,25773.72782,0,0.275,0.318,0.308,0.275,0.026,0.128,0.221666667,128868.6391,1020003,10200030511,Bancroft Twp,3040,22.49424,1,1
4565,25421,45.50854596,-68.28526827,2,1,0,0,0,0,0,0,26.17223107,24162.34962,31200.42188,31200.42188,41099.69748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,10.31541193,17371.77947,21.28516505,0.18657856,0,0,1,0,5421,7062,7,1,0.5,1,9.91,0,999,7.1425,0,0,0,0,48075.73882,48075.73882,27189.38749,48075.73882,48075.73882,48075.73882,0,0,0,0,0,0,0,0,267568.0816,1020003,10200030704,Mattawamkeag,19400,23.993856,1,1
4566,25424,45.60510231,-67.80580292,2,1,0,0,0,0,0,930,22.68782469,0,0,0,45333.0969,1,1,0.977977624,0.432388077,0.791066371,0,0,0,0,0,0,0,0,0,0,0,0,8,0,27.22538962,145965.8536,15.26791057,9.060699599,0,0,43,0,2133493,7068,3,2,0.875,43,6.13,0,999,28.8925,0.611727224,0,0,0,0,46202.86503,0,0,0,46202.86503,0,0.714,0.719,0.721,0.714,0.225,0.452,0.590833333,92405.73006,1020003,10200030402,Danforth,29170,51.986688,16.81744357,16.81744357
4567,25428,46.0838042,-69.04543164,2,1,0,0,0,0,0,97,14.58265743,0,0,0,9106.262568,1,1,1,0.540348246,0.853208723,0,0,0,0,0,0,0,0,0,0,0,0,999,0,17.49918892,54126.88056,5.462228667,4.787371304,0,0,7,0,5428,7129,6,1,0.5,7,9.37,0,999,17.17764176,0.696778484,0,0,0,0,9707.823208,0,0,0,0,0,0.671,0.686,0.685,0.671,0.207,0.443,0.5605,9707.823208,1020002,10200020204,Nesourdnahunk Twp,21819,29.99232,4.770848251,4.770848251
4568,25429,46.07458021,-69.01489876,2,1,0,0,0,0,0,97,11.55446824,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,0,13.86536189,40027.92382,3.178955904,1.979848584,0,0,3,0,5429,7133,6,1,0.5,1,9.73,0,999,17.62754725,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020204,Nesourdnahunk Twp,21819,27.992832,2.585032607,1
4569,25430,46.10083687,-69.00554156,2,1,0,0,0,0,0,140,26.06251805,0,0,0,43731.18468,1,1,1,0.510724424,0.866329978,0,0,0,0,0,0,0,0,0,0,0,0,999,0,31.27502166,193474.037,21.07823754,5.891604242,0,0,2,0,1144317,7136,6,1,0.5,1,9.82,0,999,17.74002363,0.688527201,0,0,0,0,44332.74532,0,0,0,0,0,0.827,0.813,0.82,0.827,0.426,0.612,0.720833333,44332.74532,1020002,10200020204,Nesourdnahunk Twp,21819,59.98464,1.897483617,1
4570,25431,46.10694544,-68.99958275,2,1,0,0,0,0,0,140,32.70826511,0,0,0,61095.81352,0.978723122,0.938051226,0.908104625,0.107921424,0.253366721,0,0,0,0,0,0,0,0,0,0,0,0,999,0,39.24991813,145685.0811,35.74639791,8.791099635,0,0,2,0,5431,7138,6,1,0.5,0,9.82,0,999,17.74002363,0.180644072,0,0,0,0,61697.37416,0,0,0,0,0,0.439,0.478,0.47,0.439,0.061,0.217,0.350666667,61697.37416,1020002,10200020204,Nesourdnahunk Twp,21819,35.990784,1.897483617,0
